backbone,mode,port,params_m,flops_g,best_epoch,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1,normal_precision,normal_recall,normal_f1,normal_support,lowvis_precision,lowvis_recall,lowvis_f1,lowvis_support,seafog_precision,seafog_recall,seafog_f1,seafog_support,aber_normal_to_lowvis,aber_normal_to_seafog,aber_lowvis_to_normal,aber_lowvis_to_seafog,aber_seafog_to_lowvis,aber_seafog_to_normal
convnext,typeA_7,gunsan,87.57,80.22,2,0.897754287272987,0.89,0.8916073490471411,0.8977542872729868,0.89,0.8916073490471411,0.9387040280210156,0.8933333333333333,0.915456874466268,600,0.7933042212518195,0.9083333333333332,0.846930846930847,600,0.9612546125461254,0.8683333333333333,0.9124343257443084,600,0.1066666666666666,0.0,0.0566666666666666,0.035,0.13,0.0016666666666666
convnext,typeA_7,yeosu,87.57,80.22,19,0.79426194666121,0.7461111111111111,0.7298124296497535,0.7942619466612101,0.7461111111111111,0.7298124296497535,0.9312,0.97,0.950204081632653,600,0.5812154696132596,0.8766666666666667,0.6990033222591362,600,0.8703703703703703,0.3916666666666666,0.5402298850574713,600,0.0283333333333333,0.0016666666666666,0.0666666666666666,0.0566666666666666,0.6033333333333334,0.005
convnext,typeA_7,haeundae,87.57,80.22,17,0.7536626001433259,0.7388888888888889,0.720613083218835,0.7536626001433259,0.7388888888888889,0.7206130832188349,0.810641627543036,0.8633333333333333,0.8361581920903954,600,0.6670644391408115,0.9316666666666666,0.7774687065368567,600,0.7832817337461301,0.4216666666666667,0.5482123510292525,600,0.0766666666666666,0.06,0.0116666666666666,0.0566666666666666,0.3883333333333333,0.19
efficientnet,base,daesan,52.86,27.24,5,0.9224888732168326,0.92,0.9205173344224156,0.9224888732168328,0.92,0.9205173344224152,0.8904538341158059,0.9483333333333334,0.9184826472962068,600,0.8805970149253731,0.885,0.8827930174563591,600,0.996415770609319,0.9266666666666666,0.9602763385146804,600,0.0516666666666666,0.0,0.1116666666666666,0.0033333333333333,0.0683333333333333,0.005
efficientnet,base,gunsan,52.86,27.24,13,0.6774306189419349,0.6655555555555556,0.6686009703168243,0.677430618941935,0.6655555555555556,0.6686009703168242,0.6325411334552102,0.5766666666666667,0.6033129904097646,600,0.8376865671641791,0.7483333333333333,0.7904929577464789,600,0.5620641562064156,0.6716666666666666,0.6119969627942293,600,0.0966666666666666,0.3266666666666666,0.055,0.1966666666666666,0.0483333333333333,0.28
efficientnet,base,yeosu,52.86,27.24,2,0.8272221088062087,0.7383333333333333,0.7119273569959677,0.8272221088062085,0.7383333333333333,0.7119273569959677,0.9256329113924052,0.975,0.9496753246753248,600,0.566289825282631,0.9183333333333332,0.7005721551176096,600,0.9897435897435898,0.3216666666666666,0.4855345911949685,600,0.025,0.0,0.0783333333333333,0.0033333333333333,0.6783333333333333,0.0
mobilenet,base,daesan,4.21,1.11,10,0.927592468528291,0.9222222222222222,0.9228824167473744,0.9275924685282912,0.9222222222222224,0.9228824167473744,0.9684601113172542,0.87,0.9165935030728708,600,0.843426883308715,0.9516666666666668,0.894283476898982,600,0.9708904109589042,0.945,0.9577702702702704,600,0.1216666666666666,0.0083333333333333,0.0283333333333333,0.02,0.055,0.0
mobilenet,base,gunsan,4.21,1.11,9,0.828517074366113,0.8133333333333334,0.81087024486462,0.8285170743661129,0.8133333333333334,0.8108702448646199,0.9320843091334896,0.6633333333333333,0.7750730282375852,600,0.7463976945244957,0.8633333333333333,0.8006182380216383,600,0.8070692194403535,0.9133333333333332,0.8569194683346364,600,0.24,0.0966666666666666,0.015,0.1216666666666666,0.0533333333333333,0.0333333333333333
mobilenet,base,yeosu,4.21,1.11,2,0.8366673505175286,0.7238888888888889,0.6952433046866068,0.8366673505175287,0.7238888888888889,0.6952433046866067,0.9666666666666668,0.9183333333333332,0.941880341880342,600,0.5491493383742911,0.9683333333333334,0.7008443908323281,600,0.994186046511628,0.285,0.4430051813471503,600,0.0816666666666666,0.0,0.03,0.0016666666666666,0.7133333333333334,0.0016666666666666
mobilenet,base,haeundae,4.21,1.11,2,0.7453478470623794,0.7216666666666667,0.6900383792715762,0.7453478470623794,0.7216666666666667,0.6900383792715761,0.8229166666666666,0.9216666666666666,0.8694968553459119,600,0.6271186440677966,0.925,0.7474747474747475,600,0.7860082304526749,0.3183333333333333,0.4531435349940688,600,0.0366666666666666,0.0416666666666666,0.03,0.045,0.5133333333333333,0.1683333333333333
xception,base,daesan,20.81,24.15,12,0.8927824995008464,0.8849999999999999,0.884930167495745,0.8927824995008464,0.885,0.8849301674957449,0.7949438202247191,0.9433333333333334,0.8628048780487805,600,0.9025341130604289,0.7716666666666666,0.8319856244384546,600,0.9808695652173912,0.94,0.96,600,0.0566666666666666,0.0,0.21,0.0183333333333333,0.0266666666666666,0.0333333333333333
